steps_per_min,heart_rate_bpm,accelerometer_magnitude,skin_temperature_c,calories_per_min,gyroscope_magnitude,true_activity
3.438,75.912,0.307,36.006,1.044,0.178,Desk Work
1.414,67.461,0.293,36.216,1.102,0.1,Desk Work
0.753,46.082,0.123,35.963,0.971,0.058,Sleeping
2.355,73.817,0.36,35.995,0.997,0.207,Desk Work
5.282,62.67,0.258,36.148,1.142,0.115,Desk Work
1.349,64.956,0.324,36.068,1.436,0.101,Desk Work
1.147,69.763,0.344,36.234,1.423,0.185,Desk Work
81.368,159.747,5.213,36.802,17.713,4.144,Gym
96.106,96.875,1.376,36.522,6.099,0.705,Walking
96.279,151.085,4.883,37.749,14.943,3.226,Gym
0.081,52.823,0.059,35.894,1.211,0.047,Sleeping
32.409,143.814,2.108,36.975,9.687,2.143,Cycling
95.981,148.391,6.084,37.003,14.569,2.946,Gym
0.193,56.356,0.069,35.89,1.03,0.079,Sleeping
181.498,152.731,3.287,36.804,13.788,2.945,Running
4.539,76.1,0.251,36.097,1.74,0.134,Desk Work
4.296,53.145,0.486,35.975,1.516,0.173,Desk Work
28.73,146.995,2.122,36.583,9.542,1.89,Cycling
0.975,67.644,0.489,36.291,1.096,0.217,Desk Work
1.299,60.498,0.316,36.64,1.308,0.075,Desk Work
1.65,76.979,0.169,36.208,1.616,0.118,Desk Work
1.841,80.909,0.271,36.223,1.948,0.114,Desk Work
156.012,160.103,4.479,36.712,12.217,1.876,Running
79.738,99.624,1.483,36.329,5.621,0.845,Walking
3.582,78.431,0.252,36.327,1.296,0.229,Desk Work
145.041,140.545,3.469,36.936,7.615,2.172,Running
107.259,81.329,1.494,36.126,6.552,1.127,Walking
3.026,66.034,0.281,35.986,1.436,0.2,Desk Work
43.415,131.07,3.54,36.781,18.832,2.196,Gym
60.297,149.824,4.568,36.703,16.913,3.33,Gym
0.018,66.327,0.093,35.97,1.152,0.029,Sleeping
0.0,71.776,0.17,35.851,1.191,0.129,Desk Work
175.99,149.424,4.258,36.539,8.53,3.388,Running
166.191,139.391,4.08,36.537,11.966,2.08,Running
2.916,62.722,0.22,36.222,1.357,0.123,Desk Work
110.496,157.337,4.854,36.733,19.186,3.176,Gym
71.735,87.647,1.602,36.333,3.618,0.572,Walking
91.6,101.165,1.452,36.048,5.716,0.837,Walking
28.822,128.145,2.499,36.39,7.307,1.928,Cycling
81.572,131.892,4.714,36.391,16.946,3.122,Gym
17.725,129.43,1.517,36.431,9.903,2.405,Cycling
84.302,105.856,1.257,36.258,6.357,0.755,Walking
16.179,90.841,1.919,36.557,9.822,2.106,Cycling
161.041,134.34,3.682,37.11,10.356,3.231,Running
1.825,51.422,0.103,35.864,1.174,0.067,Sleeping
75.303,175.356,4.412,37.029,12.34,3.998,Gym
0.0,59.871,0.152,35.879,0.912,0.049,Sleeping
94.533,78.024,1.099,36.482,4.61,0.797,Walking
165.774,146.657,4.464,36.773,12.879,2.19,Running
86.171,104.086,1.616,36.372,3.599,0.741,Walking
3.328,71.713,0.258,36.316,1.68,0.104,Desk Work
76.539,126.022,4.504,36.932,12.729,3.416,Gym
6.028,67.396,0.242,36.139,1.337,0.172,Desk Work
18.498,122.234,2.222,36.359,10.629,1.677,Cycling
147.438,160.48,3.004,37.001,15.172,2.602,Running
29.273,111.68,2.554,36.675,7.403,2.155,Cycling
8.893,133.081,1.988,36.257,8.044,1.631,Cycling
0.463,72.552,0.295,35.877,0.883,0.158,Desk Work
0.718,75.216,0.292,36.178,1.8,0.068,Desk Work
79.107,88.34,1.079,36.711,4.98,1.185,Walking
4.151,66.088,0.076,35.85,0.972,0.052,Sleeping
0.0,60.44,0.17,36.466,1.181,0.048,Sleeping
4.575,74.135,0.398,36.178,1.431,0.176,Desk Work
50.086,174.944,4.082,36.56,16.034,3.04,Gym
4.959,77.068,0.269,36.45,1.172,0.107,Desk Work
164.93,169.608,4.052,36.558,14.192,2.523,Running
0.0,49.756,0.079,35.963,0.985,0.033,Sleeping
108.154,111.062,1.402,36.747,2.828,0.68,Walking
3.965,67.277,0.321,36.275,1.329,0.087,Desk Work
95.123,95.366,2.015,36.197,5.23,0.521,Walking
127.791,150.106,3.58,36.661,11.342,3.049,Running
145.448,161.755,4.324,36.926,10.556,2.136,Running
89.646,98.663,1.182,36.396,4.562,0.605,Walking
84.924,172.086,5.316,37.034,14.182,3.192,Gym
0.0,47.65,0.134,35.853,1.095,0.05,Sleeping
187.319,151.15,3.937,36.302,11.882,3.4,Running
87.863,93.645,1.541,36.723,4.945,0.863,Walking
102.332,94.984,1.356,36.271,4.027,1.113,Walking
0.0,52.81,0.047,36.069,1.17,0.036,Sleeping
82.89,155.695,4.917,37.166,12.662,2.733,Gym
75.194,137.515,3.843,37.121,13.003,3.972,Gym
75.581,102.253,1.522,36.598,4.814,0.651,Walking
0.359,71.746,0.385,36.303,1.765,0.168,Desk Work
83.498,88.145,1.847,36.755,4.426,0.881,Walking
0.0,88.167,0.219,35.952,1.9,0.147,Desk Work
96.859,128.35,4.996,37.329,16.149,2.589,Gym
0.665,53.398,0.019,36.381,1.066,0.048,Sleeping
1.886,82.077,0.324,36.049,1.507,0.275,Desk Work
2.522,73.901,0.397,36.156,1.736,0.15,Desk Work
0.0,64.868,0.262,35.906,1.941,0.128,Desk Work
92.857,102.496,1.54,36.348,3.974,1.151,Walking
92.951,120.243,3.723,36.442,9.654,3.263,Gym
90.6,95.212,1.3,36.31,6.2,0.755,Walking
0.794,42.95,0.089,36.204,0.872,0.0,Sleeping
5.765,75.295,0.388,36.352,1.556,0.161,Desk Work
158.708,151.393,3.743,36.817,7.53,3.038,Running
150.071,164.376,2.715,37.227,10.238,1.946,Running
99.035,92.399,1.715,36.56,4.251,0.699,Walking
1.147,80.018,0.34,36.234,1.57,0.059,Desk Work
68.157,89.165,1.378,36.752,3.506,0.58,Walking
84.186,135.914,4.587,36.361,14.582,2.691,Gym
96.61,134.633,5.1,37.494,17.834,3.286,Gym
108.086,105.445,1.523,36.742,6.444,0.782,Walking
152.226,156.136,4.109,37.121,9.471,2.369,Running
0.0,49.758,0.06,35.803,0.786,0.041,Sleeping
0.484,55.261,0.078,36.22,1.388,0.069,Sleeping
103.436,94.216,1.139,36.239,5.909,0.84,Walking
94.235,95.675,1.446,36.404,4.4,0.831,Walking
77.04,100.517,1.628,36.111,5.561,0.293,Walking
0.365,49.609,0.047,35.89,1.082,0.047,Sleeping
163.291,153.804,2.366,36.632,13.936,1.751,Running
172.577,160.112,3.61,36.58,14.267,2.178,Running
16.467,135.266,2.456,36.436,7.4,2.57,Cycling
165.232,151.939,4.436,36.775,14.862,2.852,Running
0.0,65.424,0.118,35.878,0.816,0.024,Sleeping
95.455,92.65,1.561,36.319,3.786,0.824,Walking
101.702,100.005,0.56,36.263,6.629,0.947,Walking
68.437,148.74,3.318,36.462,15.414,4.372,Gym
86.839,87.661,2.092,36.183,5.962,0.952,Walking
158.996,161.207,3.715,36.643,11.661,2.532,Running
7.471,121.767,2.377,36.768,10.144,2.561,Cycling
0.0,55.146,0.092,36.29,0.954,0.039,Sleeping
94.231,127.923,3.707,37.263,15.636,2.763,Gym
0.788,53.972,0.136,36.191,1.178,0.06,Sleeping
16.551,134.648,1.893,36.908,7.291,1.313,Cycling
186.159,163.334,4.248,37.073,11.85,2.413,Running
92.866,86.036,1.174,36.38,5.078,0.856,Walking
71.13,92.005,1.082,36.339,6.547,0.46,Walking
0.612,77.917,0.185,36.381,1.743,0.126,Desk Work
0.0,65.074,0.268,36.321,2.117,0.163,Desk Work
1.163,59.58,0.114,36.016,0.973,0.078,Sleeping
0.0,53.906,0.134,36.169,0.912,0.059,Sleeping
100.746,162.133,4.336,37.841,12.068,3.423,Gym
20.767,132.33,1.955,36.967,9.456,1.746,Cycling
100.519,70.617,1.405,36.407,5.532,0.584,Walking
94.401,113.905,1.857,36.427,5.471,0.626,Walking
152.944,163.809,3.437,36.943,11.179,2.274,Running
0.554,57.418,0.022,35.967,0.68,0.084,Sleeping
70.516,138.741,4.916,36.909,14.25,4.496,Gym
1.064,80.576,0.395,36.175,1.068,0.22,Desk Work
10.29,118.475,2.763,36.911,7.561,1.628,Cycling
0.0,56.416,0.134,36.136,1.049,0.029,Sleeping
75.92,148.871,4.219,37.285,11.365,4.418,Gym
100.279,95.119,1.735,36.099,5.71,0.786,Walking
0.0,72.065,0.217,35.746,1.432,0.181,Desk Work
69.6,162.087,3.635,36.988,16.223,3.446,Gym
81.057,109.126,1.21,36.413,4.955,0.897,Walking
106.131,101.422,1.502,36.387,7.397,0.849,Walking
74.57,170.818,3.335,36.913,11.69,2.958,Gym
152.927,159.334,3.395,37.033,12.282,3.005,Running
73.859,154.989,5.116,37.019,11.213,1.822,Gym
139.267,154.931,3.988,37.456,8.671,3.439,Running
0.695,65.282,0.142,36.198,1.068,0.061,Sleeping
0.0,66.137,0.046,35.967,0.63,0.038,Sleeping
106.221,93.621,1.304,36.589,4.8,0.91,Walking
123.606,97.503,1.453,36.237,5.611,1.129,Walking
5.222,52.906,0.38,36.304,1.156,0.107,Desk Work
0.0,56.775,0.089,35.978,0.64,0.018,Sleeping
84.103,100.793,1.202,36.484,4.427,0.726,Walking
85.524,167.63,3.708,37.04,15.456,3.38,Gym
4.506,79.597,0.341,36.57,1.83,0.174,Desk Work
136.419,152.454,4.399,37.462,10.19,2.793,Running
1.061,64.663,0.401,35.975,1.316,0.177,Desk Work
86.696,124.962,1.711,36.707,3.213,0.643,Walking
27.649,127.193,1.985,36.502,7.783,2.667,Cycling
85.181,97.261,1.96,36.386,4.604,1.007,Walking
2.171,75.379,0.284,36.431,1.426,0.143,Desk Work
164.566,168.296,4.22,36.7,13.295,2.882,Running
157.888,162.744,3.434,36.527,16.041,2.443,Running
0.0,79.817,0.341,36.245,1.546,0.095,Desk Work
110.318,85.379,1.629,36.422,3.185,1.005,Walking
105.396,96.7,1.889,36.763,5.274,0.501,Walking
83.063,85.108,1.902,36.742,5.663,0.764,Walking
0.402,69.218,0.351,36.196,1.202,0.062,Desk Work
0.686,58.648,0.101,35.985,0.672,0.083,Sleeping
99.829,94.466,1.771,36.226,3.705,0.98,Walking
98.28,94.857,1.69,36.405,5.538,1.043,Walking
99.288,135.757,4.523,37.333,16.932,3.258,Gym
4.213,77.324,0.329,36.158,1.656,0.155,Desk Work
2.383,88.58,0.2,36.047,1.155,0.175,Desk Work
91.672,128.245,4.533,37.118,15.128,3.677,Gym
13.612,133.015,2.803,36.193,7.234,2.399,Cycling
72.353,157.531,4.884,36.596,12.309,3.177,Gym
120.441,99.285,1.835,36.445,4.089,0.636,Walking
0.854,62.831,0.106,36.007,1.053,0.071,Sleeping
153.575,162.067,3.35,36.536,12.202,2.415,Running
105.776,140.766,4.32,36.821,19.29,2.621,Gym
5.877,72.541,0.469,36.323,1.73,0.151,Desk Work
0.688,75.201,0.233,36.245,0.946,0.071,Desk Work
3.676,58.725,0.3,36.393,1.239,0.201,Desk Work
99.821,108.209,1.182,36.376,2.721,0.942,Walking
81.923,157.851,4.426,36.706,10.037,4.702,Gym
95.817,103.133,1.669,36.651,8.294,0.919,Walking
0.0,54.02,0.194,36.096,1.356,0.089,Sleeping
1.438,56.225,0.212,36.63,1.48,0.126,Desk Work
72.471,127.591,3.946,36.717,19.756,4.688,Gym
148.088,164.48,2.99,36.805,12.189,2.713,Running
4.045,60.005,0.427,36.351,1.9,0.108,Desk Work
0.312,70.756,0.219,36.045,0.975,0.206,Desk Work
4.454,77.778,0.376,36.345,1.629,0.204,Desk Work
0.0,50.965,0.159,36.198,1.167,0.042,Sleeping
1.619,67.486,0.219,36.307,2.048,0.084,Desk Work
109.397,87.189,1.232,36.476,4.229,0.692,Walking
89.249,140.454,4.764,36.776,9.38,5.287,Gym
0.0,52.446,0.043,36.161,1.09,0.069,Sleeping
64.315,157.338,3.536,37.048,13.741,2.712,Gym
113.343,95.131,1.427,36.334,3.502,1.248,Walking
0.0,54.127,0.065,35.897,0.836,0.035,Sleeping
97.504,94.963,1.154,36.033,7.508,0.653,Walking
0.0,56.159,0.035,35.906,1.206,0.044,Sleeping
157.605,191.861,3.192,37.136,14.82,2.859,Running
35.471,117.678,2.399,36.41,7.05,1.338,Cycling
1.113,74.956,0.41,36.063,1.134,0.172,Desk Work
0.634,48.93,0.105,35.926,0.894,0.047,Sleeping
17.351,137.151,1.748,36.421,11.074,1.497,Cycling
2.531,69.449,0.276,36.238,1.616,0.101,Desk Work
28.103,109.807,1.47,36.899,9.108,1.321,Cycling
20.635,140.666,1.85,36.139,10.567,1.96,Cycling
4.285,78.954,0.485,36.456,1.475,0.243,Desk Work
115.674,94.602,1.935,36.337,4.585,0.555,Walking
0.0,55.255,0.182,36.107,1.217,0.06,Sleeping
2.454,74.104,0.427,36.002,1.912,0.084,Desk Work
181.95,159.239,3.946,36.625,11.86,2.479,Running
1.312,76.557,0.302,35.927,1.292,0.237,Desk Work
67.938,87.394,1.233,36.532,4.775,0.857,Walking
163.493,175.558,3.486,36.98,9.605,1.148,Running
97.772,102.871,1.53,36.579,5.197,0.762,Walking
14.087,107.777,2.411,36.674,11.111,1.963,Cycling
85.329,95.68,1.334,36.502,5.204,0.872,Walking
1.88,65.766,0.02,36.078,0.891,0.077,Sleeping
2.751,67.464,0.155,36.212,1.37,0.09,Desk Work
0.0,53.687,0.026,35.839,0.768,0.049,Sleeping
174.997,139.965,3.392,37.19,10.933,2.608,Running
0.0,51.624,0.161,35.981,1.049,0.102,Sleeping
129.051,149.665,3.682,36.592,14.32,2.384,Running
0.0,68.638,0.347,36.142,1.526,0.139,Desk Work
3.464,72.932,0.171,35.992,1.156,0.157,Desk Work
103.018,93.307,1.19,36.357,4.407,1.006,Walking
2.882,60.696,0.457,36.468,1.482,0.171,Desk Work
82.761,142.904,4.456,36.772,8.192,3.84,Gym
173.191,139.485,4.243,36.214,10.198,3.68,Running
4.562,80.027,0.234,36.346,1.425,0.194,Desk Work
1.093,54.768,0.102,36.084,1.029,0.058,Sleeping
10.743,140.432,2.028,36.642,5.353,1.714,Cycling
103.666,92.073,1.251,36.356,5.034,0.719,Walking
82.193,159.503,4.585,36.828,10.678,3.509,Gym
0.0,78.97,0.196,36.272,2.14,0.216,Desk Work
134.69,142.599,3.929,36.72,14.181,3.413,Running
146.101,138.207,4.171,37.02,10.916,2.685,Running
0.0,57.501,0.069,36.32,0.802,0.065,Sleeping
1.791,59.041,0.327,36.572,1.571,0.168,Desk Work
70.689,143.69,4.472,36.926,14.282,3.992,Gym
0.0,71.106,0.11,36.178,0.927,0.05,Sleeping
0.0,54.906,0.174,35.93,0.844,0.069,Sleeping
3.097,79.905,0.338,36.042,1.542,0.215,Desk Work
2.44,87.305,0.234,36.066,2.017,0.212,Desk Work
0.0,56.252,0.063,35.983,1.157,0.034,Sleeping
1.893,74.814,0.3,36.386,1.247,0.166,Desk Work
19.804,110.801,2.247,37.105,7.334,1.706,Cycling
25.084,122.507,2.065,36.566,9.754,2.684,Cycling
170.025,172.005,3.508,36.714,15.152,2.723,Running
27.54,115.038,2.383,36.572,9.977,1.596,Cycling
6.2,68.313,0.195,36.494,1.971,0.214,Desk Work
0.35,59.113,0.086,35.738,0.957,0.062,Sleeping
92.126,95.7,1.306,36.32,5.181,0.737,Walking
77.866,129.131,4.254,36.947,16.139,2.755,Gym
86.276,103.664,1.716,36.477,4.556,0.514,Walking
87.253,91.625,1.546,36.613,2.44,0.851,Walking
0.089,46.248,0.081,36.081,0.79,0.06,Sleeping
0.524,55.671,0.127,36.141,0.804,0.012,Sleeping
180.304,164.296,3.42,36.354,13.686,3.114,Running
81.781,94.492,1.258,36.421,3.354,0.634,Walking
1.872,75.11,0.194,35.981,1.712,0.101,Desk Work
142.871,197.138,3.982,37.366,10.926,2.389,Running
1.883,52.044,0.092,36.386,0.877,0.026,Sleeping
1.127,75.634,0.29,36.216,1.966,0.189,Desk Work
18.712,114.387,2.448,36.476,10.077,1.339,Cycling
114.034,150.07,4.492,37.008,16.003,3.944,Gym
15.903,114.031,1.785,36.925,9.782,0.858,Cycling
0.874,59.979,0.259,36.516,1.3,0.154,Desk Work
101.487,88.033,1.71,36.528,3.519,0.899,Walking
0.197,43.268,0.132,35.955,0.955,0.046,Sleeping
2.457,72.84,0.319,35.984,2.165,0.184,Desk Work
20.29,141.077,2.64,36.497,10.656,1.677,Cycling
88.151,153.606,2.953,36.693,14.247,1.802,Gym
0.0,60.331,0.1,36.035,1.212,0.045,Sleeping
0.521,53.367,0.103,35.981,0.871,0.057,Sleeping
106.506,83.94,1.783,36.697,5.124,0.803,Walking
0.0,52.409,0.08,36.088,0.668,0.026,Sleeping
94.319,117.09,4.799,37.001,14.076,3.326,Gym
87.472,94.97,1.671,36.207,6.134,1.062,Walking
58.468,141.931,3.684,36.855,18.081,4.078,Gym
5.66,74.213,0.329,36.226,1.583,0.054,Desk Work
81.894,151.41,6.067,36.577,15.856,2.921,Gym
1.448,43.972,0.126,35.668,0.708,0.024,Sleeping
121.73,139.325,4.796,36.733,10.238,3.551,Gym
93.017,104.024,1.046,36.724,3.688,0.221,Walking
34.067,134.627,1.782,36.649,7.984,2.19,Cycling
0.159,53.505,0.0,35.546,1.097,0.045,Sleeping
105.341,86.331,1.286,36.204,5.044,0.664,Walking
83.628,87.922,1.636,36.018,5.434,1.203,Walking
91.775,199.176,5.872,36.732,14.817,3.217,Gym
96.666,167.467,5.184,36.75,12.127,3.047,Gym
84.785,151.014,4.233,36.088,11.236,3.546,Gym
0.0,56.484,0.014,35.75,1.218,0.081,Sleeping
5.042,65.373,0.26,36.067,1.721,0.141,Desk Work
18.376,119.891,2.01,36.44,11.243,1.529,Cycling
73.41,119.919,4.857,36.72,18.177,2.272,Gym
139.35,155.874,3.263,36.679,13.084,2.165,Running
2.196,74.222,0.264,36.086,1.614,0.151,Desk Work
162.378,161.303,4.61,37.343,12.423,1.637,Running
0.0,59.935,0.062,35.894,1.162,0.056,Sleeping
93.791,105.393,1.507,36.343,4.97,0.736,Walking
94.656,111.465,1.658,36.202,5.96,0.679,Walking
23.704,134.983,2.074,36.051,12.596,2.561,Cycling
75.585,164.765,3.116,37.519,14.727,3.576,Gym
0.713,65.45,0.156,36.195,1.046,0.206,Desk Work
1.046,71.128,0.186,36.142,1.123,0.142,Desk Work
81.364,90.68,1.44,36.406,4.442,0.825,Walking
8.666,124.759,2.061,36.533,10.045,2.062,Cycling
131.285,101.54,1.412,36.391,3.497,0.906,Walking
0.552,56.469,0.174,35.957,0.962,0.029,Sleeping
65.743,117.263,3.767,36.858,19.794,3.574,Gym
6.996,72.02,0.436,36.043,1.038,0.201,Desk Work
120.694,118.358,4.537,36.948,19.531,2.589,Gym
194.915,139.376,3.169,36.816,17.269,2.196,Running
1.058,63.29,0.142,35.753,0.952,0.035,Sleeping
144.794,179.711,3.218,36.897,11.075,2.301,Running
0.0,55.466,0.409,35.939,1.834,0.188,Desk Work
56.083,126.534,6.473,36.404,15.532,3.606,Gym
0.0,53.226,0.043,35.939,1.01,0.063,Sleeping
29.295,120.069,2.582,36.688,8.852,2.034,Cycling
86.523,97.812,1.811,36.483,4.063,0.53,Walking
100.752,144.149,5.216,37.014,13.576,3.52,Gym
1.384,59.64,0.019,36.131,0.928,0.054,Sleeping
3.426,75.333,0.392,36.342,1.661,0.182,Desk Work
0.0,64.472,0.074,36.056,1.077,0.042,Sleeping
0.0,90.326,0.192,36.597,1.802,0.127,Desk Work
94.027,90.153,1.699,36.244,4.597,0.555,Walking
171.735,150.231,3.166,36.967,12.351,1.697,Running
20.142,120.141,2.323,36.725,9.436,1.897,Cycling
2.156,64.177,0.249,35.859,1.239,0.112,Desk Work
1.277,58.203,0.067,35.998,1.223,0.032,Sleeping
0.279,56.071,0.036,35.827,0.969,0.086,Sleeping
29.016,123.909,3.36,36.368,10.057,2.128,Cycling
0.0,49.041,0.109,35.673,0.959,0.037,Sleeping
156.427,140.27,4.281,36.366,9.983,2.554,Running
3.525,72.108,0.241,36.529,1.618,0.094,Desk Work
1.488,58.218,0.022,35.862,1.292,0.053,Sleeping
111.202,91.798,2.031,36.263,5.994,0.643,Walking
102.95,90.101,0.832,36.256,3.671,0.969,Walking
0.21,52.082,0.162,35.993,1.049,0.031,Sleeping
1.257,54.164,0.0,35.661,0.857,0.038,Sleeping
189.951,130.702,5.155,36.597,13.229,2.769,Running
0.0,52.933,0.067,35.577,0.975,0.056,Sleeping
5.742,107.653,1.631,36.373,11.01,1.833,Cycling
11.907,142.718,2.01,36.075,9.212,2.417,Cycling
142.325,126.788,2.833,37.032,9.828,2.887,Running
103.629,99.061,1.943,36.798,3.707,0.787,Walking
0.0,53.896,0.059,35.819,1.021,0.047,Sleeping
0.666,66.922,0.335,36.391,0.852,0.201,Desk Work
141.333,118.237,3.285,37.163,12.369,2.791,Running
0.287,57.39,0.141,36.054,1.109,0.082,Sleeping
151.088,139.474,3.462,36.966,12.432,3.308,Running
145.883,151.054,3.785,36.334,13.739,2.407,Running
161.357,127.072,3.891,36.4,10.896,2.628,Running
105.935,95.749,1.248,36.347,6.046,0.387,Walking
5.244,80.071,0.313,36.229,1.313,0.073,Desk Work
79.163,115.113,4.335,37.154,16.894,2.443,Gym
18.616,126.055,1.808,36.739,7.994,1.213,Cycling
2.017,47.791,0.227,35.925,1.304,0.041,Sleeping
0.627,69.586,0.215,36.447,1.49,0.18,Desk Work
81.824,115.898,4.604,36.604,11.125,3.717,Gym
11.071,127.839,2.06,36.365,10.554,1.84,Cycling
69.617,160.704,3.517,36.743,15.863,1.765,Gym
6.468,73.865,0.278,35.897,1.892,0.107,Desk Work
93.872,94.412,1.019,36.229,5.571,0.915,Walking
181.922,160.869,4.031,37.09,13.426,1.91,Running
25.72,152.627,1.626,36.574,12.905,2.434,Cycling
0.0,65.426,0.425,36.266,1.334,0.196,Desk Work
110.695,102.532,2.014,36.471,6.609,0.92,Walking
0.0,61.405,0.0,36.09,1.141,0.048,Sleeping
0.108,59.221,0.063,35.355,1.161,0.049,Sleeping
31.204,141.434,2.948,37.014,10.581,1.495,Cycling
160.328,165.286,3.988,37.108,14.872,2.423,Running
77.272,84.223,1.542,36.388,5.632,1.045,Walking
31.571,138.899,1.885,36.72,8.213,1.536,Cycling
174.108,145.586,3.749,36.677,10.605,1.726,Running
162.136,167.537,3.488,36.481,10.185,3.134,Running
16.161,114.87,2.88,36.714,8.132,1.958,Cycling
189.058,161.825,3.801,36.736,15.059,1.552,Running
140.467,163.117,3.463,36.224,8.705,2.269,Running
97.584,104.038,1.789,36.243,5.211,0.845,Walking
99.742,96.548,1.204,36.595,3.591,1.254,Walking
1.391,57.037,0.0,36.165,1.29,0.071,Sleeping
147.201,173.213,4.127,36.862,10.366,2.808,Running
87.459,100.084,1.586,36.551,4.58,0.909,Walking
0.21,52.284,0.118,35.934,1.51,0.021,Sleeping
133.634,181.305,3.105,37.375,10.061,2.63,Running
86.329,152.072,3.443,36.943,16.568,4.117,Gym
79.02,88.367,2.223,36.399,4.436,0.685,Walking
4.484,75.008,0.334,36.383,1.831,0.142,Desk Work
5.103,83.969,0.47,36.291,1.464,0.187,Desk Work
4.088,56.51,0.324,36.015,1.252,0.157,Desk Work
0.0,54.966,0.112,36.058,0.989,0.055,Sleeping
0.451,60.962,0.472,36.229,1.593,0.273,Desk Work
19.575,136.302,2.168,36.512,8.179,2.37,Cycling
11.178,135.046,2.492,36.028,10.297,2.129,Cycling
73.626,152.151,5.011,35.881,13.442,2.486,Gym
82.32,127.378,4.457,37.334,8.484,2.445,Gym
0.0,69.689,0.34,36.434,1.324,0.141,Desk Work
108.761,161.035,5.403,36.489,16.22,2.516,Gym
89.309,134.372,5.722,36.454,12.812,2.062,Gym
0.503,47.345,0.196,35.837,0.988,0.048,Sleeping
78.382,116.389,5.203,36.868,12.193,4.535,Gym
0.16,61.542,0.073,36.365,0.913,0.047,Sleeping
0.0,56.566,0.052,35.978,1.105,0.043,Sleeping
20.364,130.501,0.967,36.77,9.173,1.906,Cycling
95.003,86.835,1.428,36.4,4.274,0.904,Walking
0.939,60.269,0.36,35.968,1.314,0.142,Desk Work
13.047,144.799,1.949,37.062,7.057,1.925,Cycling
56.119,164.424,3.579,36.421,10.313,2.268,Gym
0.425,56.912,0.146,35.883,0.889,0.054,Sleeping
0.0,71.681,0.566,36.159,1.75,0.204,Desk Work
4.065,71.808,0.306,36.3,1.034,0.113,Desk Work
84.399,80.783,1.906,36.371,7.346,0.767,Walking
2.281,75.551,0.456,36.261,1.215,0.163,Desk Work
25.494,147.11,2.244,36.809,8.722,1.986,Cycling
166.516,154.795,3.21,36.566,10.797,2.618,Running
0.0,53.937,0.05,35.877,1.356,0.073,Sleeping
4.778,62.619,0.368,35.844,1.309,0.195,Desk Work
101.044,98.396,1.545,36.152,5.648,0.718,Walking
1.523,49.958,0.118,36.037,1.481,0.25,Desk Work
164.734,138.083,3.366,36.998,11.889,1.962,Running
154.769,130.765,3.382,36.737,11.119,2.628,Running
98.978,145.964,3.92,36.828,9.989,4.031,Gym
0.0,43.984,0.098,35.805,1.065,0.07,Sleeping
1.125,50.369,0.152,36.106,1.064,0.05,Sleeping
151.918,155.926,3.116,37.63,8.466,2.969,Running
3.263,84.89,0.424,36.465,1.302,0.202,Desk Work
165.353,176.918,4.284,36.442,13.365,2.778,Running
0.177,58.284,0.147,36.25,0.843,0.028,Sleeping
85.514,95.312,1.248,36.485,4.673,0.76,Walking
3.474,66.865,0.437,36.167,1.483,0.168,Desk Work
0.4,51.728,0.057,35.889,1.027,0.056,Sleeping
3.058,65.681,0.264,35.968,1.877,0.2,Desk Work
0.0,71.363,0.296,35.865,1.645,0.125,Desk Work
0.204,56.269,0.159,36.307,1.438,0.055,Sleeping
159.148,156.656,3.48,36.938,11.996,2.937,Running
10.433,135.65,3.101,36.664,10.246,1.158,Cycling
93.125,137.317,4.674,36.152,16.66,4.154,Gym
52.705,105.853,3.096,37.158,18.757,3.813,Gym
4.563,64.588,0.075,36.295,1.441,0.102,Desk Work
1.443,69.429,0.519,35.682,1.092,0.246,Desk Work
106.395,176.913,4.804,36.346,16.78,1.715,Gym
6.565,126.192,2.113,36.516,9.246,1.752,Cycling
0.0,55.596,0.13,36.18,1.031,0.053,Sleeping
79.675,154.183,5.182,37.267,14.415,2.893,Gym
97.657,97.874,1.744,36.216,4.64,0.917,Walking
18.951,125.0,1.685,36.541,9.478,1.248,Cycling
87.274,90.474,1.621,36.593,3.737,0.989,Walking
80.308,81.843,0.901,36.219,4.662,0.905,Walking
98.885,88.768,1.505,36.524,4.865,0.812,Walking
84.74,91.767,1.152,36.535,5.453,0.783,Walking
5.913,87.006,0.215,36.177,1.527,0.125,Desk Work
4.39,83.73,0.348,35.854,1.362,0.15,Desk Work
6.572,73.579,0.439,36.347,1.573,0.135,Desk Work
158.125,154.466,3.33,36.981,10.916,2.743,Running
0.0,50.054,0.041,35.795,0.574,0.037,Sleeping
165.482,175.44,3.512,37.268,10.846,1.821,Running
162.78,131.108,4.025,37.073,8.21,2.775,Running
153.362,150.948,3.849,36.955,13.797,3.284,Running
111.644,83.127,1.988,36.11,4.021,1.124,Walking
150.417,159.791,3.486,36.592,12.179,1.931,Running
97.848,81.023,1.279,36.239,6.383,0.718,Walking
172.957,152.788,4.463,36.586,13.671,2.97,Running
1.695,72.731,0.095,35.971,1.596,0.115,Desk Work
73.235,177.23,2.914,36.521,12.965,3.882,Gym
104.194,99.154,1.349,36.373,3.977,0.601,Walking
